player,team,opp,p_rush_raw,p_rec_raw,rz_tch_3w,i5_tch_3w,xtd_3w,xtd_season,xtd_gap_3w,personnel_gl_12_pct,personnel_gl_13_pct,personnel_gl_22_pct,qb_sneak_prior,team_i5_run_pct,team_pa_g2g_pct,tei_v2,def_rz_td_pct,weather_delta,notes

